anio;trimestre;provincia;media_bajada_mbps;adsl;cablemodem;fibra_optica;wireless;otras_tecnologias;total_tecnologia;512kbps;512kbps_1mbps;1mbps_6mbps;6mbps_10mbps;10mbps_20mbps;20mbps_30mbps;30mbps;otras_velocidades;total_velocidad;accesos_100_hogares
2015;3;Catamarca;4;25801;242;15;10;340;26093;150;6871;14206;4143;8120;430;1;0;26091;25.86
2015;3;Chaco;5;56282;28809;186;520;410;85370;2400;10353;47131;19016;7498;9790;157;0;85374;27.96
2015;3;Chubut;3;43964;792;916;13408;4803;63883;6410;5886;71668;1670;0;0;0;0;78362;36.81
2015;3;Cordoba;5;351692;264055;1450;5412;3890;622998;1500;68765;429787;61109;59372;2582;1048;0;622813;57.08
2015;3;Corrientes;5;55792;27604;176;134;470;84959;330;11921;48127;18168;6111;4530;146;0;84959;30.17
2015;3;Entre Rios;5;113909;51945;122;6261;1970;172434;2863;20385;103990;34788;9924;3840;153;0;172487;43.68
2015;3;Formosa;4;21573;5264;2;8990;140;27752;1862;6521;14354;2791;1842;3790;2;0;27751;18.84
2015;3;Jujuy;4;32598;6895;22;0;350;39550;2549;9278;21588;5169;9660;0;0;0;39550;21.27
2015;3;La Pampa;3;12755;41886;4078;6195;5570;65471;6130;13087;47660;90;550;390;10;0;61473;57.96
2015;3;La Rioja;4;16725;0;16;20;280;16771;100;384;9102;2984;8320;0;3;0;16771;17.15
2015;3;Mendoza;4;153299;13030;2572;420;188;170823;2560;250;173430;450;180;50;13;0;173792;32.49
2015;3;Misiones;6;59921;31635;46;50;150;91622;9580;9809;51234;17367;11654;5590;43;0;91624;28.31
2015;3;Neuquen;4;47102;36620;1045;13051;2798;100616;1733;2124;85044;2100;6599;20;155;0;95867;54.6
2015;3;Rio Negro;4;66806;27130;917;3415;1346;99614;3372;4457;88691;990;3826;10;62;0;100508;46.39
2015;3;Salta;4;78064;21688;47;1290;6450;100573;1126;12223;65405;17451;4318;610;5;0;100589;31.18
2015;3;San Juan;3;48670;451;770;1231;9080;52030;90;3910;54963;0;0;0;2;0;55365;27.67
2015;3;San Luis;4;11432;1025;354;310;3770;13219;90;40;13286;0;0;10;2;0;13302;9.71
2015;3;Santa Cruz;3;15540;2718;396;5226;2391;26271;1900;250;32266;20;0;0;0;0;32483;27.61
2015;3;Santa Fe;5;337042;209673;4169;4426;1428;556738;6767;80817;363177;59531;42021;232;1133;0;555766;52.15
2015;3;Santiago Del Estero;4;33886;4365;19;1097;300;39397;7030;8332;23158;5956;1249;0;0;0;39398;17.12
2015;3;Tierra Del Fuego;3;22636;8085;665;10;235;33737;150;2850;36408;20;0;0;0;0;36710;74.86
2015;3;Tucuman;5;142925;1135;116;880;500;144314;1070;23687;83654;29998;6232;6230;0;0;144301;36.61
2015;2;Buenos Aires;4;1581770;1141052;115660;19268;2604;2883790;8714;137189;2299705;243503;159922;201;6712;0;2857754;56.8
2015;2;Capital Federal;5;453178;858342;19786;2172;12806;1346284;2493;51799;990112;148569;142976;1482;9258;0;1346690;116.07
2015;2;Catamarca;4;25387;242;15;10;340;25679;150;7253;14003;3776;5930;370;1;0;25678;25.45
2015;2;Chaco;5;55767;27809;179;520;410;83848;2880;11058;47551;17675;6337;7880;149;0;83846;27.46
2015;2;Chubut;3;43949;762;916;13055;4803;63485;6560;6032;55791;1680;0;0;0;0;62647;36.58
2015;2;Cordoba;5;348130;255596;435;5199;3860;609746;1560;72695;434717;54993;46415;1956;903;0;611835;55.87
2015;2;Corrientes;5;55238;26553;157;1321;470;83316;340;12542;48015;17184;5039;3790;126;0;83319;29.58
2015;2;Entre Rios;5;113378;49767;119;6031;1970;169492;2864;21986;104043;32293;7867;3540;136;0;169543;42.93
2015;2;Formosa;4;21097;5164;2;7370;500;27050;1881;6907;14247;2436;1324;2570;1;0;27053;18.36
2015;2;Jujuy;3;32183;5482;22;0;350;37722;2479;9474;20248;4792;7300;0;0;0;37723;20.29
2015;2;La Pampa;3;12756;40825;3719;619;5620;64052;5737;8182;46235;270;240;250;10;0;60240;56.71
2015;2;La Rioja;4;16463;0;16;20;280;16509;100;4082;9093;268;6410;0;3;0;16509;16.88
2015;2;Mendoza;4;153301;13030;2572;380;1882;170823;2680;260;170451;420;160;50;13;0;170821;32.49
2015;2;Misiones;5;59179;29283;37;50;150;88519;9580;1036;51671;15022;10072;4080;33;0;88524;27.35
2015;2;Neuquen;4;47078;34183;1044;12781;2799;97885;1755;2348;82727;2140;5168;20;110;0;92324;53.12
2015;2;Rio Negro;4;66738;26268;916;3457;1348;98727;3413;4525;87362;970;324;10;51;0;98689;45.98
2015;2;Salta;4;77214;20297;47;1290;5800;98267;1123;1302;64737;16241;3114;290;5;0;98269;30.46
2015;2;San Juan;3;48670;451;770;1189;9080;51988;80;4100;51568;0;0;0;2;0;51988;27.64
2015;2;San Luis;4;11432;1025;354;330;3770;13221;90;40;13204;0;0;10;2;0;13220;9.71
2015;2;Santa Cruz;3;15343;2707;396;4917;24;25763;2100;250;25519;20;0;0;0;0;25756;27.07
2015;2;Santa Fe;4;333117;204685;2877;432;1389;546388;6827;86016;364441;53205;33894;1856;1014;0;547253;51.18
2015;2;Santiago Del Estero;4;33873;4365;19;1091;300;39378;7030;8779;23456;5553;8880;0;0;0;39379;17.11
2015;2;Tierra Del Fuego;3;22636;7927;665;10;235;33579;150;2850;36073;20;0;0;0;0;36375;74.51
2015;2;Tucuman;4;139944;479;116;880;500;140677;1070;25178;83462;26966;4502;4550;0;0;140670;35.69
2015;1;Buenos Aires;4;1583135;1096836;134177;18754;2894;2861842;8882;123589;2267852;22007;126958;1561;5700;0;2754612;56.37
2015;1;Capital Federal;5;454934;841743;19334;1994;14716;1332721;2545;59084;1013510;134151;114569;1195;8401;0;1333455;114.9
2015;1;Catamarca;3;25033;241;16;10;410;25332;130;7634;13754;3202;5170;90;1;0;25130;25.11
2015;1;Chaco;5;54952;26161;164;270;560;81360;260;12053;47425;15883;5346;4890;135;0;81357;26.65
2015;1;Chubut;3;45645;717;906;1254;5465;65273;6510;6176;57333;1020;0;0;0;0;64262;37.61
2015;1;Cordoba;4;343883;247564;415;4645;4500;596957;1570;78427;432802;46574;37443;1615;815;0;597833;54.7
2015;1;Corrientes;5;54649;25372;129;1319;620;81531;360;13295;47842;15554;4424;2350;98;0;81484;28.95
2015;1;Entre Rios;4;112363;47411;108;5943;2450;166070;2867;23951;104168;28113;6926;2740;119;0;166418;42.07
2015;1;Formosa;3;21022;4951;1;6700;560;26700;1891;7336;14413;2024;8780;1570;1;0;26700;18.12
2015;1;Jujuy;3;31505;5048;22;0;360;36611;2458;9754;19858;3939;6030;0;0;0;36612;19.69
2015;1;La Pampa;3;13143;39571;3215;6164;6040;62697;6059;8054;45038;260;100;130;10;0;59210;55.51
2015;1;La Rioja;4;16282;0;16;20;330;16333;110;4201;9379;2207;5330;0;3;0;16334;16.7
2015;1;Mendoza;4;152433;13030;2542;290;2126;170160;2870;240;169763;380;160;60;11;0;170145;32.37
2015;1;Misiones;5;58262;26836;30;50;130;85146;9580;11136;51906;12387;8543;1940;26;0;85150;26.31
2015;1;Neuquen;4;47518;32152;1024;12088;296;95742;1895;2577;80787;1700;4067;20;76;0;89574;51.95
2015;1;Rio Negro;4;66274;25217;907;3473;1462;97333;3371;4913;86173;940;2632;20;42;0;97227;45.33
2015;1;Salta;4;76280;19781;47;1290;5740;96811;1123;14151;64992;13955;2569;150;5;0;96810;30.01
2015;1;San Juan;3;48441;451;755;1165;1007;51819;80;4450;51346;0;0;0;2;0;51801;27.55
2015;1;San Luis;4;11414;1025;351;300;4120;13232;100;80;12720;0;10;0;2;0;12741;9.72
2015;1;Santa Cruz;3;16215;2700;392;4772;2562;26641;2050;270;26048;20;0;0;0;0;26282;27.99
2015;1;Santa Fe;4;328809;199037;2845;4239;1507;536437;6883;93096;360964;4527;27597;1542;900;0;536252;50.24
2015;1;Santiago Del Estero;4;33813;4365;19;102;350;39252;7010;9236;23136;4796;7480;0;0;0;38617;17.06
2015;1;Tierra Del Fuego;3;22291;7924;657;10;2583;33456;140;6090;36319;20;0;0;0;0;36944;74.23
2015;1;Tucuman;4;137857;115;116;880;1000;138276;1070;27143;83895;23061;3722;3340;0;0;138262;35.08
2014;4;Buenos Aires;4;1575978;1070135;120528;17728;32038;2816407;8226;132937;2250445;20362;104322;9970;5406;0;2705954;56.09
2014;4;Capital Federal;5;455785;840224;17155;1962;15394;1330520;2698;62896;1038269;123451;95772;8900;7997;0;1331972;114.9
2014;4;Catamarca;3;25192;241;16;0;440;25493;210;8047;14093;291;4210;0;1;0;25493;25.51
2014;4;Chaco;4;55024;10918;31;0;620;66035;4830;12837;42106;7908;26;1240;2;0;66060;21.87
2014;4;Chubut;3;48539;697;891;12256;6159;68542;1858;6218;60392;700;0;0;0;0;68538;40.25
2014;4;Cordoba;4;345157;240452;419;3918;4860;590432;1903;85362;427844;41947;30858;1177;782;0;589873;54.7
2014;4;Corrientes;4;54754;9526;40;1315;750;65710;400;1386;42182;7513;2106;0;9;0;65710;23.56
2014;4;Entre Rios;4;112291;23027;57;5178;2600;140813;2311;27801;88649;18318;3584;10;66;0;140730;36.03
2014;4;Formosa;3;21245;4896;1;0;650;26207;1947;783;14058;1852;4730;470;1;0;26208;17.96
2014;4;Jujuy;3;31349;4583;22;370;110;36002;188;10427;19740;3443;4650;0;0;0;35955;19.6
2014;4;La Pampa;3;16043;34281;514;5894;6480;57380;6266;6879;36520;260;50;40;10;0;49710;51.27
2014;4;La Rioja;4;16352;0;17;0;330;16402;90;4333;9728;1943;3860;0;3;0;16402;17.01
2014;4;Mendoza;4;151797;13030;2534;310;2222;169614;3030;190;169222;360;140;50;12;0;169611;32.64
2014;4;Misiones;4;58435;18613;16;1500;150;77229;5470;1184;53093;8731;2952;540;12;0;77229;24.16
2014;4;Neuquen;4;47721;31778;1014;11853;303;95396;1731;2744;80938;1260;3621;20;66;0;89228;52.55
2014;4;Rio Negro;4;66307;23703;901;3819;153;96260;364;4723;85094;940;2319;40;30;0;95904;45.48
2014;4;Salta;4;76026;17289;48;60;5780;93947;540;16214;63221;12552;1922;0;4;0;93967;29.53
2014;4;San Juan;3;48653;451;740;1202;1073;52119;110;4780;51628;0;0;0;2;0;52119;28.04
2014;4;San Luis;4;11419;926;355;240;4230;13147;90;0;13135;0;0;10;2;0;13147;9.79
2014;4;Santa Cruz;3;17553;448;388;4395;2929;25713;1560;14;24145;10;10;0;0;0;25703;27.8
2014;4;Santa Fe;4;335267;183009;3205;6282;1634;529397;8707;99962;359293;36718;21098;8690;824;0;527471;50.0
2014;4;Santiago Del Estero;3;34110;4231;19;9200;370;39317;1246;8913;24181;4359;6020;0;0;0;39301;17.27
2014;4;Tierra Del Fuego;3;21948;3664;655;10;2722;28990;120;2830;31489;20;0;0;0;0;31786;66.14
2014;4;Tucuman;4;137093;97;116;130;1050;137424;170;28746;85091;20631;2733;1960;0;0;137414;35.32
2014;3;Buenos Aires;4;1562533;1110628;124474;20049;31881;2849565;7355;128187;2281524;156693;68947;2430;4232;0;2647181;56.75
2014;3;Capital Federal;4;450155;833402;17886;1995;14387;1317825;8400;78016;1060145;10217;70907;950;6626;0;1318799;113.8
2014;3;Catamarca;3;24380;244;15;0;470;24686;190;8845;13790;1915;1110;0;0;0;24680;24.71
2014;3;Chaco;3;53321;10336;29;10;590;63746;3980;14731;41934;5428;1274;50;0;0;63770;21.11
2014;3;Chubut;3;49219;668;882;11853;6515;69137;2013;6281;60771;340;0;0;0;0;69099;40.6
2014;3;Cordoba;4;340212;240334;444;4064;3770;585431;6600;98992;435692;28992;18888;840;664;0;583972;54.23
2014;3;Corrientes;3;52957;9184;31;1312;650;63549;210;15448;41717;5181;1172;0;0;0;63539;22.79
2014;3;Entre Rios;3;108907;22440;48;5203;1350;136733;1709;2971;91450;12569;131;0;48;0;136796;34.98
2014;3;Formosa;3;21021;4836;0;0;800;25937;2001;8323;14202;1324;850;0;0;0;25935;17.77
2014;3;Jujuy;3;30128;3541;22;370;130;33741;1270;10979;20216;2305;820;0;0;0;33709;18.37
2014;3;La Pampa;3;16051;33940;538;11219;6770;62425;6458;6645;41009;240;50;40;10;0;54155;55.78
2014;3;La Rioja;3;15864;0;14;10;370;15916;100;4785;9720;1337;610;0;0;0;15913;16.51
2014;3;Mendoza;4;150120;13030;2512;400;2222;167924;350;0;167763;310;120;130;1;0;167855;32.31
2014;3;Misiones;4;56933;18373;4;30;140;75327;6400;13637;53510;5928;1606;0;1;0;75322;23.57
2014;3;Neuquen;4;54458;30964;1000;12858;3087;102367;1522;3099;80090;1070;2865;100;27;0;87720;56.4
2014;3;Rio Negro;3;65264;26590;888;3533;1505;97780;364;5189;86868;870;1944;80;9;0;97745;46.2
2014;3;Salta;3;73828;18394;43;1090;5800;92954;7320;17481;66026;8314;3880;0;0;0;92941;29.22
2014;3;San Juan;3;48272;451;731;1199;1126;51779;80;4870;51276;0;0;0;0;0;51771;27.85
2014;3;San Luis;4;11303;925;355;250;4380;13046;80;0;13029;0;0;30;0;0;13040;9.71
2014;3;Santa Cruz;3;17862;492;385;4273;3098;26110;1950;1624;24248;10;10;0;0;0;26069;28.23
2014;3;Santa Fe;3;325577;183630;4407;654;7330;520887;823;112593;357615;23962;12124;380;806;0;515368;49.2
2014;3;Santiago Del Estero;3;32820;3900;19;7680;410;37548;7910;9914;23826;2867;1420;0;0;0;37540;16.49
2014;3;Tierra Del Fuego;3;21840;3469;650;10;2832;28792;120;3360;32348;20;0;0;0;0;32698;65.69
2014;3;Tucuman;3;131739;97;117;130;1000;132066;60;32716;84668;14101;5590;40;0;0;132054;33.94
2014;2;Buenos Aires;4;1568881;1025490;120008;1702;33147;2764546;6902;162274;2288772;140226;56549;2840;4309;0;2659316;55.06
2014;2;Capital Federal;4;447637;828411;17729;1883;14555;1310215;8470;81431;1078213;87359;56004;590;6427;0;1310340;113.14
2014;2;Catamarca;3;24380;243;17;0;430;24683;190;8844;13794;1915;1110;0;0;0;24683;24.7
2014;2;Chaco;3;53321;9870;30;0;580;63279;4120;14854;41530;5418;1085;50;0;0;63304;20.96
2014;2;Chubut;3;51070;649;866;1096;6974;70519;2064;6582;61868;0;0;0;0;0;70514;41.41
2014;2;Cordoba;4;337825;234729;351;3673;3740;576952;2105;101598;429536;28698;14824;760;627;0;577464;53.45
2014;2;Corrientes;3;52883;8680;31;1309;550;62958;200;15563;41219;5199;9560;0;0;0;62957;22.58
2014;2;Entre Rios;3;108900;21706;49;4795;1330;135583;2187;32781;86757;12564;1162;0;44;0;135495;34.69
2014;2;Formosa;3;20894;4628;0;0;780;25600;2032;8218;13944;1321;850;0;0;0;25600;17.54
2014;2;Jujuy;3;30128;4161;23;400;90;34361;1873;11233;18851;2305;820;0;0;0;34344;18.71
2014;2;La Pampa;3;15957;32600;513;5869;6890;55628;7032;6761;34089;180;50;40;10;0;47919;49.71
2014;2;La Rioja;3;15864;0;14;0;340;15912;100;4785;9719;1337;610;0;0;0;15912;16.5
2014;2;Mendoza;4;148979;13030;2480;360;2282;166807;350;60;166710;310;100;50;10;0;166807;32.1
2014;2;Misiones;4;56933;17594;4;1500;80;74689;5400;13644;53245;5924;1334;20;0;0;74689;23.37
2014;2;Neuquen;4;47767;29776;997;10765;2983;92288;1531;3206;79087;920;2289;20;30;0;86237;50.84
2014;2;Rio Negro;3;64920;24944;876;3657;156;95957;3468;5507;84978;780;1569;20;8;0;95610;45.33
2014;2;Salta;3;73841;17504;45;70;5770;91974;530;18818;64440;8293;3880;0;0;0;91992;28.91
2014;2;San Juan;3;48161;451;722;1139;1173;51646;100;5070;51129;0;0;0;0;0;51646;27.78
2014;2;San Luis;4;11306;925;354;220;4480;13055;70;0;13045;0;0;10;2;0;13055;9.72
2014;2;Santa Cruz;3;18956;448;381;4118;3266;27169;1530;1637;25374;20;0;0;0;0;27166;29.38
2014;2;Santa Fe;3;324101;178495;3085;6041;6360;512358;8515;115197;353559;23939;10058;340;792;0;512094;48.39
2014;2;Santiago Del Estero;3;32820;4231;19;9070;340;38011;1231;9914;23842;2867;1420;0;0;0;37996;16.7
2014;2;Tierra Del Fuego;3;21618;3008;648;10;2934;28209;120;3340;31198;20;0;0;0;0;31546;64.36
2014;2;Tucuman;3;131740;97;121;130;980;132069;60;32714;84675;14101;5590;40;0;0;132059;33.94
2014;1;Buenos Aires;4;1567685;1000879;120960;16528;33824;2739876;8469;171244;2279875;121787;38923;2060;4037;0;2624542;54.57
2014;1;Capital Federal;4;445569;820161;17767;1866;14555;1299918;8520;88826;1096050;70293;38798;550;6208;0;1301081;112.25
2014;1;Catamarca;3;24126;46;17;0;430;24232;190;9147;13330;1672;640;0;0;0;24232;24.25
2014;1;Chaco;3;52971;9497;30;0;580;62556;4380;15849;40869;4644;7410;50;0;0;62546;20.72
2014;1;Chubut;3;51066;539;866;10776;6974;70221;7452;100;61329;0;0;0;0;0;68791;41.24
2014;1;Cordoba;3;336841;225769;347;3585;3680;566910;2076;107705;423114;24112;9818;400;588;0;567453;52.52
2014;1;Corrientes;3;52565;8279;31;1306;550;62236;200;16357;40742;4486;6300;0;0;0;62235;22.32
2014;1;Entre Rios;3;107883;21379;49;4887;1330;134331;2177;35206;85248;10828;7460;0;43;0;134248;34.37
2014;1;Formosa;3;20774;4548;0;0;1000;25422;2062;8475;13685;1133;670;0;0;0;25422;17.42
2014;1;Jujuy;3;29765;4030;23;0;90;33827;1832;11498;18415;2002;560;0;0;0;33803;18.42
2014;1;La Pampa;3;15826;31305;513;5848;7010;54193;7434;6535;32501;170;50;40;10;0;46506;48.43
2014;1;La Rioja;3;15663;0;14;0;340;15711;100;5111;9390;1165;350;0;0;0;15711;16.29
2014;1;Mendoza;4;148970;12076;2480;370;2282;165845;350;60;166655;190;100;60;9;0;166740;31.91
2014;1;Misiones;3;56597;17191;4;1500;80;73950;5450;1446;52852;5139;9580;0;0;0;73954;23.14
2014;1;Neuquen;4;47790;28161;997;10381;3051;90380;4133;9870;77148;840;1582;20;22;0;83958;49.79
2014;1;Rio Negro;3;64886;24156;876;3576;1572;95066;467;4618;84304;730;1062;10;8;0;94736;44.91
2014;1;Salta;3;73131;17538;45;80;5680;91290;530;19677;64061;7192;3140;0;0;0;91297;28.7
2014;1;San Juan;3;48161;434;722;8080;1173;51298;5310;20;51056;0;0;0;0;0;51589;27.6
2014;1;San Luis;4;11306;428;354;210;4480;12557;70;30;12544;0;10;0;2;0;12557;9.35
2014;1;Santa Cruz;3;18927;100;381;4092;3264;26764;1610;1625;24972;10;10;0;0;0;26760;28.94
2014;1;Santa Fe;3;322662;174296;3059;5951;6440;506612;8456;124468;345225;20328;6845;230;668;0;506013;47.85
2014;1;Santiago Del Estero;3;32567;3598;19;9150;340;37133;1234;10531;22817;2422;1090;0;0;0;37113;16.31
2014;1;Tierra Del Fuego;3;21618;2837;648;10;2934;28038;120;6070;30902;60;0;0;0;0;31527;63.97
2014;1;Tucuman;3;129717;83;121;130;980;130032;60;34672;83210;11779;3620;30;0;0;130032;33.42
